Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR22259163,2022-12-13 12:23:05,2022-11-10 23:28:21,35523433,7104686600,35523433,200,2102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259163/SRR22259163.lite.1,SRX18235640,GSM6726372,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731668,SAMN31686917,simple,9606,Homo sapiens,GSM6726372,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,E13405E72D71A1E97E01C596203F3186,94AFB10F6D3BE55CD3B8F7299E6CE21E
SRR22259162,2022-12-13 12:23:05,2022-11-10 23:23:01,31614384,6322876800,31614384,200,1874,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259162/SRR22259162.lite.1,SRX18235641,GSM6726373,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731669,SAMN31686916,simple,9606,Homo sapiens,GSM6726373,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,85B1B6D00D25EFB3DCCB8FF40BADEBF9,AF70C9815063D197C929477B8BD8541B
SRR22259161,2022-12-13 12:23:05,2022-11-10 23:23:06,32508512,6501702400,32508512,200,1921,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259161/SRR22259161.lite.1,SRX18235642,GSM6726374,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731670,SAMN31686915,simple,9606,Homo sapiens,GSM6726374,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,0F7497BB926B3A4B0652EA71522BFA56,9067EB8DE63C2A42A0436CE9BEC3B8DB
SRR22259160,2022-12-13 12:23:05,2022-11-10 23:35:31,31979400,6395880000,31979400,200,1882,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259160/SRR22259160.lite.1,SRX18235643,GSM6726375,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731671,SAMN31686914,simple,9606,Homo sapiens,GSM6726375,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,247D7C83356D3EB1CA39879CC725FEF2,BF02BF84DF6617276FEF4E02EE28AB97
SRR22259159,2022-12-13 12:23:05,2022-11-10 23:26:58,34973652,6994730400,34973652,200,2059,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259159/SRR22259159.lite.1,SRX18235644,GSM6726376,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731672,SAMN31686913,simple,9606,Homo sapiens,GSM6726376,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,2128DD085A2E848C02CEC3C89A2DF44E,7668B7991F856D03B722FBB7327496F2
SRR22259158,2022-12-13 12:23:05,2022-11-10 23:16:48,34011464,6802292800,34011464,200,2024,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259158/SRR22259158.lite.1,SRX18235645,GSM6726377,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731673,SAMN31686912,simple,9606,Homo sapiens,GSM6726377,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,D8FCCBE2012B46EB40FFADB0C6E34CB5,1597B237830F822C839309584ADDC102
SRR22259157,2022-12-13 12:23:05,2022-11-10 23:46:21,38493720,7698744000,38493720,200,2275,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259157/SRR22259157.lite.1,SRX18235646,GSM6726378,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731674,SAMN31686911,simple,9606,Homo sapiens,GSM6726378,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,D5B16F4AD851CB4C7F5E148F2C9C0512,976D22E9FEE9448BF3C95E2AF2BDD1FB
SRR22259156,2022-12-13 12:23:05,2022-11-10 23:36:52,37956319,7591263800,37956319,200,2230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259156/SRR22259156.lite.1,SRX18235647,GSM6726379,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731675,SAMN31686910,simple,9606,Homo sapiens,GSM6726379,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,37C8944103EF315380A5B53FA10B09AF,254084209A90D69B3E5FA590300076AD
SRR22259155,2022-12-13 12:23:05,2022-11-10 23:49:36,40640399,8128079800,40640399,200,2394,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259155/SRR22259155.lite.1,SRX18235648,GSM6726380,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731676,SAMN31686909,simple,9606,Homo sapiens,GSM6726380,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,DE330AA0E1F213E73D4C8EA0B9B25F1A,3734C0910922ECA8700440B937B088CD
SRR22259154,2022-12-13 12:23:05,2022-11-10 23:24:45,32538406,6507681200,32538406,200,1916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259154/SRR22259154.lite.1,SRX18235649,GSM6726381,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731677,SAMN31686908,simple,9606,Homo sapiens,GSM6726381,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,145A7F71D5327A11E008AF7D613DD957,98A5759562F9D9E35C988CFB425EB662
SRR22259153,2022-12-13 12:23:05,2022-11-10 23:53:01,33831590,6766318000,33831590,200,1999,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259153/SRR22259153.lite.1,SRX18235650,GSM6726382,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731678,SAMN31686907,simple,9606,Homo sapiens,GSM6726382,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,F7EB27B711CFAEA5E7EDF842C9778A72,861A3D5B9EBC8167D6AF0AA0ED87BA5B
SRR22259152,2022-12-13 12:23:05,2022-11-10 23:25:23,32579795,6515959000,32579795,200,1915,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259152/SRR22259152.lite.1,SRX18235651,GSM6726383,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731679,SAMN31686906,simple,9606,Homo sapiens,GSM6726383,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,E4E14D75C3511921E73EA78B53A1D0B8,D223A83456F167DFB791E91A7C9ECC9D
SRR22259151,2022-12-13 12:23:05,2022-11-10 23:29:39,28550251,5710050200,28550251,200,1683,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259151/SRR22259151.lite.1,SRX18235652,GSM6726384,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731680,SAMN31686905,simple,9606,Homo sapiens,GSM6726384,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,FC6612210265DBDE4BA5FB30D7A0354C,D438E0020229F1CACF79468DF248BB61
SRR22259150,2022-12-13 12:23:05,2022-11-10 23:34:57,31591011,6318202200,31591011,200,1869,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259150/SRR22259150.lite.1,SRX18235653,GSM6726385,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731681,SAMN31686904,simple,9606,Homo sapiens,GSM6726385,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,F9E9C4D8EBD8888EC7F4B2CAA7FEEA13,4A7342745A3134B268D02F23E24EAB16
SRR22259149,2022-12-13 12:23:05,2022-11-10 23:34:36,30274748,6054949600,30274748,200,1782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259149/SRR22259149.lite.1,SRX18235654,GSM6726386,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731682,SAMN31686903,simple,9606,Homo sapiens,GSM6726386,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,283220CC5E6C3E2A97FFD132FD55318B,7B2702626721DEB8FE10315D0FC730C2
SRR22259148,2022-12-13 12:23:05,2022-11-10 23:27:24,35665495,7133099000,35665495,200,2099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259148/SRR22259148.lite.1,SRX18235655,GSM6726387,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731683,SAMN31686902,simple,9606,Homo sapiens,GSM6726387,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,83E7ADE28BEA1A8005E7E3208DEECDD2,1D8272A5353EBB3A81E19DEF2E720BD6
SRR22259147,2022-12-13 12:23:05,2022-11-10 23:22:45,29280571,5856114200,29280571,200,1730,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259147/SRR22259147.lite.1,SRX18235656,GSM6726388,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731684,SAMN31686901,simple,9606,Homo sapiens,GSM6726388,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,956CC381B6E386B110121C9D08AF965F,D6323305F1EB25B0D4A5D4FCD3FF54A6
SRR22259146,2022-12-13 12:23:05,2022-11-10 23:21:50,31524376,6304875200,31524376,200,1862,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259146/SRR22259146.lite.1,SRX18235657,GSM6726389,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731685,SAMN31686900,simple,9606,Homo sapiens,GSM6726389,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,5588A1E90D1A03348FAFCC7AA1F4E92A,A8650B2A2D0648B310A3D50A162F1FCC
SRR22259145,2022-12-13 12:23:06,2022-11-10 23:34:02,30874050,6174810000,30874050,200,1821,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259145/SRR22259145.lite.1,SRX18235658,GSM6726462,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731686,SAMN31686827,simple,9606,Homo sapiens,GSM6726462,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,98D564CE9C92A0BC3E6EA5C8A2AF1338,67E9F50189A79D355938389D605DCA84
SRR22259144,2022-12-13 12:23:06,2022-11-10 23:20:42,30593511,6118702200,30593511,200,1804,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259144/SRR22259144.lite.1,SRX18235659,GSM6726463,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731687,SAMN31686826,simple,9606,Homo sapiens,GSM6726463,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,AC5105A7D18A4B20F1D733EA3C307B64,FD30545B628326644419E9C92FECCCCF
SRR22259143,2022-12-13 12:23:06,2022-11-10 23:34:35,31602813,6320562600,31602813,200,1859,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259143/SRR22259143.lite.1,SRX18235660,GSM6726464,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731688,SAMN31686825,simple,9606,Homo sapiens,GSM6726464,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,86E61C9E2C12A59582501E7DDB237ECA,2B137468DA7C81FAEBCEE8A516B7F0FC
SRR22259142,2022-12-13 12:23:06,2022-11-10 23:33:56,31480625,6296125000,31480625,200,1851,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259142/SRR22259142.lite.1,SRX18235661,GSM6726465,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731689,SAMN31686824,simple,9606,Homo sapiens,GSM6726465,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,99EC62C1423C08653C39D6A6DBF6B158,E790F38C5271582C990062F9D9BEC907
SRR22259141,2022-12-13 12:23:06,2022-11-10 23:17:14,27052305,5410461000,27052305,200,1600,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259141/SRR22259141.lite.1,SRX18235662,GSM6726466,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731690,SAMN31686823,simple,9606,Homo sapiens,GSM6726466,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,689B216D07732D25BE5DD20D1BAD7110,420F7B448A44D6B10D7F46C13CEF4443
SRR22259140,2022-12-13 12:23:06,2022-11-10 23:21:27,31724207,6344841400,31724207,200,1876,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259140/SRR22259140.lite.1,SRX18235663,GSM6726467,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731691,SAMN31686822,simple,9606,Homo sapiens,GSM6726467,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,F3862442010423C3AD955CCCC5BC5F85,813E9330A87FC0BB7B6A4FE39BDC6B88
SRR22259139,2022-12-13 12:23:06,2022-11-10 23:39:47,34760031,6952006200,34760031,200,2053,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259139/SRR22259139.lite.1,SRX18235664,GSM6726468,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731692,SAMN31686821,simple,9606,Homo sapiens,GSM6726468,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,E80E3FA09E4F4CA6A8F0A115D30A27B0,BBC5AFD3D917ECC4D11985CE452F7468
SRR22259138,2022-12-13 12:23:06,2022-11-10 23:35:57,30144331,6028866200,30144331,200,1772,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR022/22259/SRR22259138/SRR22259138.lite.1,SRX18235665,GSM6726469,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP407304,PRJNA900301,3,900301,SRS15731693,SAMN31686820,simple,9606,Homo sapiens,GSM6726469,,,,,,,no,,,,,"GENETICS AND GENOMIC SCIENCES, ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI",SRA1539009,,public,2C9527A8192B5A04644295C10285D008,F5A87DF3878B4AE67746F81655E03425
